Jday,Day,Month,Year,HRUID,GIS_ID,HRU,Area(km2),lateral_flow(m3),surface_runoff(m3),ET(m3)
282,10,8,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
282,10,8,1996,6,6,hru06           ,536.,.00,.535,1.53
282,10,8,1996,7,7,hru07           ,619.,.00,.619,.00
282,10,8,1996,8,8,hru08           ,615.,.00,.603,1.76
282,10,8,1996,9,9,hru09           ,719.,.00,.703,2.06
282,10,8,1996,10,10,hru10           ,414.,.00,.414,1.18
282,10,8,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
282,10,8,1996,12,12,hru12           ,132.,.00,.131,.378
282,10,8,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
283,10,9,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
283,10,9,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
283,10,9,1996,3,3,hru03           ,968.,.00,.968,.00
283,10,9,1996,4,4,hru04           ,905.,.00,.905,.00
283,10,9,1996,5,5,hru05           ,.209E+04,.00,2.05,.584E+07
283,10,9,1996,6,6,hru06           ,536.,.00,.535,1.53
283,10,9,1996,7,7,hru07           ,619.,.00,.619,.00
283,10,9,1996,8,8,hru08           ,615.,.00,.603,.171E+07
283,10,9,1996,9,9,hru09           ,719.,.00,.703,2.19
283,10,9,1996,10,10,hru10           ,414.,.00,.414,1.18
283,10,9,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
283,10,9,1996,12,12,hru12           ,132.,.00,.131,.378
283,10,9,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
284,10,10,1996,1,1,hru01           ,.186E+04,.00,1.85,.800E+07
284,10,10,1996,2,2,hru02           ,.215E+04,.00,2.15,.993E+07
284,10,10,1996,3,3,hru03           ,968.,.00,.968,.00
284,10,10,1996,4,4,hru04           ,905.,.00,.905,.375E+07
284,10,10,1996,5,5,hru05           ,.209E+04,.00,2.05,.310E+07
284,10,10,1996,6,6,hru06           ,536.,.00,.535,1.53
284,10,10,1996,7,7,hru07           ,619.,.00,.619,.00
284,10,10,1996,8,8,hru08           ,615.,.00,.603,.909E+06
284,10,10,1996,9,9,hru09           ,719.,.00,.703,2.19
284,10,10,1996,10,10,hru10           ,414.,.00,.414,1.18
284,10,10,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
284,10,10,1996,12,12,hru12           ,132.,.00,.131,.378
284,10,10,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
285,10,11,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
285,10,11,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
285,10,11,1996,3,3,hru03           ,968.,.00,.968,.00
285,10,11,1996,4,4,hru04           ,905.,.00,.905,.00
285,10,11,1996,5,5,hru05           ,.209E+04,.00,2.05,.724E+06
285,10,11,1996,6,6,hru06           ,536.,.00,.535,1.63
285,10,11,1996,7,7,hru07           ,619.,.00,.619,.00
285,10,11,1996,8,8,hru08           ,615.,.00,.603,.212E+06
285,10,11,1996,9,9,hru09           ,719.,.00,.703,2.19
285,10,11,1996,10,10,hru10           ,414.,.00,.414,1.18
285,10,11,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
285,10,11,1996,12,12,hru12           ,132.,.00,.131,.378
285,10,11,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
286,10,12,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
286,10,12,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
286,10,12,1996,3,3,hru03           ,968.,.00,.968,.00
286,10,12,1996,4,4,hru04           ,905.,.00,.905,.00
286,10,12,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
286,10,12,1996,6,6,hru06           ,536.,.00,.535,1.53
286,10,12,1996,7,7,hru07           ,619.,.00,.619,.00
286,10,12,1996,8,8,hru08           ,615.,.00,.603,1.76
286,10,12,1996,9,9,hru09           ,719.,.00,.703,2.06
286,10,12,1996,10,10,hru10           ,414.,.00,.414,.00
286,10,12,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
286,10,12,1996,12,12,hru12           ,132.,.00,.131,.378
286,10,12,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
287,10,13,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
287,10,13,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
287,10,13,1996,3,3,hru03           ,968.,.00,.968,.00
287,10,13,1996,4,4,hru04           ,905.,.00,.905,.00
287,10,13,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
287,10,13,1996,6,6,hru06           ,536.,.00,.535,1.53
287,10,13,1996,7,7,hru07           ,619.,.00,.619,.238E+07
287,10,13,1996,8,8,hru08           ,615.,.00,.603,1.76
287,10,13,1996,9,9,hru09           ,719.,.00,.703,2.06
287,10,13,1996,10,10,hru10           ,414.,.00,.414,.00
287,10,13,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
287,10,13,1996,12,12,hru12           ,132.,.00,.131,.378
287,10,13,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
288,10,14,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
288,10,14,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
288,10,14,1996,3,3,hru03           ,968.,.00,.968,.00
288,10,14,1996,4,4,hru04           ,905.,.00,.905,.00
288,10,14,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
288,10,14,1996,6,6,hru06           ,536.,.00,.535,1.53
288,10,14,1996,7,7,hru07           ,619.,.00,.619,.00
288,10,14,1996,8,8,hru08           ,615.,.00,.603,1.76
288,10,14,1996,9,9,hru09           ,719.,.00,.703,2.06
288,10,14,1996,10,10,hru10           ,414.,.00,.414,.00
288,10,14,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
288,10,14,1996,12,12,hru12           ,132.,.00,.131,.378
288,10,14,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
289,10,15,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
289,10,15,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
289,10,15,1996,3,3,hru03           ,968.,.00,.968,.00
289,10,15,1996,4,4,hru04           ,905.,.00,.905,.00
289,10,15,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
289,10,15,1996,6,6,hru06           ,536.,.00,.535,1.53
289,10,15,1996,7,7,hru07           ,619.,.00,.619,.00
289,10,15,1996,8,8,hru08           ,615.,.00,.603,1.76
289,10,15,1996,9,9,hru09           ,719.,.00,.703,2.06
289,10,15,1996,10,10,hru10           ,414.,.00,.414,.00
289,10,15,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
289,10,15,1996,12,12,hru12           ,132.,.00,.131,.378
289,10,15,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
290,10,16,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
290,10,16,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
290,10,16,1996,3,3,hru03           ,968.,.00,.968,.00
290,10,16,1996,4,4,hru04           ,905.,.00,.905,.00
290,10,16,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
290,10,16,1996,6,6,hru06           ,536.,.00,.535,.844E+06
290,10,16,1996,7,7,hru07           ,619.,.00,.619,.00
290,10,16,1996,8,8,hru08           ,615.,.00,.603,1.87
290,10,16,1996,9,9,hru09           ,719.,.00,.703,.108E+07
290,10,16,1996,10,10,hru10           ,414.,.00,.414,.00
290,10,16,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
290,10,16,1996,12,12,hru12           ,132.,.00,.131,.168E+04
290,10,16,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
291,10,17,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
291,10,17,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
291,10,17,1996,3,3,hru03           ,968.,.00,.968,.516E+07
291,10,17,1996,4,4,hru04           ,905.,.00,.905,.00
291,10,17,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
291,10,17,1996,6,6,hru06           ,536.,.00,.535,.123E+07
291,10,17,1996,7,7,hru07           ,619.,.00,.619,.00
291,10,17,1996,8,8,hru08           ,615.,.00,.603,1.87
291,10,17,1996,9,9,hru09           ,719.,.00,.703,.158E+07
291,10,17,1996,10,10,hru10           ,414.,.00,.414,.190E+07
291,10,17,1996,11,11,hru11           ,79.8,.00,.769E-01,.367E+06
291,10,17,1996,12,12,hru12           ,132.,.00,.131,.608E+06
291,10,17,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
292,10,18,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
292,10,18,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
292,10,18,1996,3,3,hru03           ,968.,.00,.968,.00
292,10,18,1996,4,4,hru04           ,905.,.00,.905,.00
292,10,18,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
292,10,18,1996,6,6,hru06           ,536.,.00,.535,.126E+07
292,10,18,1996,7,7,hru07           ,619.,.00,.619,.00
292,10,18,1996,8,8,hru08           ,615.,.00,.603,1.87
292,10,18,1996,9,9,hru09           ,719.,.00,.703,.162E+07
292,10,18,1996,10,10,hru10           ,414.,.00,.414,.772E+06
292,10,18,1996,11,11,hru11           ,79.8,.00,.769E-01,.149E+06
292,10,18,1996,12,12,hru12           ,132.,.00,.131,.245E+06
292,10,18,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
293,10,19,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
293,10,19,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
293,10,19,1996,3,3,hru03           ,968.,.00,.968,.00
293,10,19,1996,4,4,hru04           ,905.,.00,.905,.00
293,10,19,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
293,10,19,1996,6,6,hru06           ,536.,.00,.535,.152E+07
293,10,19,1996,7,7,hru07           ,619.,.00,.619,.00
293,10,19,1996,8,8,hru08           ,615.,.00,.603,1.87
293,10,19,1996,9,9,hru09           ,719.,.00,.703,.197E+07
293,10,19,1996,10,10,hru10           ,414.,.00,.414,.00
293,10,19,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
293,10,19,1996,12,12,hru12           ,132.,.00,.131,.00
293,10,19,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
294,10,20,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
294,10,20,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
294,10,20,1996,3,3,hru03           ,968.,.00,.968,.00
294,10,20,1996,4,4,hru04           ,905.,.00,.905,.00
294,10,20,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
294,10,20,1996,6,6,hru06           ,536.,.00,.535,.352E+06
294,10,20,1996,7,7,hru07           ,619.,.00,.619,.00
294,10,20,1996,8,8,hru08           ,615.,.00,.603,1.76
294,10,20,1996,9,9,hru09           ,719.,.00,.703,.553E+06
294,10,20,1996,10,10,hru10           ,414.,.00,.414,.00
294,10,20,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
294,10,20,1996,12,12,hru12           ,132.,.00,.131,.00
294,10,20,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
295,10,21,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
295,10,21,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
295,10,21,1996,3,3,hru03           ,968.,.00,.968,.00
295,10,21,1996,4,4,hru04           ,905.,.00,.905,.00
295,10,21,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
295,10,21,1996,6,6,hru06           ,536.,.00,.535,1.53
295,10,21,1996,7,7,hru07           ,619.,.00,.619,.00
295,10,21,1996,8,8,hru08           ,615.,.00,.603,1.76
295,10,21,1996,9,9,hru09           ,719.,.00,.703,2.06
295,10,21,1996,10,10,hru10           ,414.,.00,.414,.00
295,10,21,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
295,10,21,1996,12,12,hru12           ,132.,.00,.131,.00
295,10,21,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
296,10,22,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
296,10,22,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
296,10,22,1996,3,3,hru03           ,968.,.00,.968,.00
296,10,22,1996,4,4,hru04           ,905.,.00,.905,.00
296,10,22,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
296,10,22,1996,6,6,hru06           ,536.,.00,.535,1.53
296,10,22,1996,7,7,hru07           ,619.,.00,.619,.00
296,10,22,1996,8,8,hru08           ,615.,.00,.603,1.76
296,10,22,1996,9,9,hru09           ,719.,.00,.703,2.06
296,10,22,1996,10,10,hru10           ,414.,.00,.414,.00
296,10,22,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
296,10,22,1996,12,12,hru12           ,132.,.00,.131,.00
296,10,22,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
297,10,23,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
297,10,23,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
297,10,23,1996,3,3,hru03           ,968.,.00,.968,.00
297,10,23,1996,4,4,hru04           ,905.,.00,.905,.00
297,10,23,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
297,10,23,1996,6,6,hru06           ,536.,.00,.535,1.53
297,10,23,1996,7,7,hru07           ,619.,.00,.619,.00
297,10,23,1996,8,8,hru08           ,615.,.00,.603,1.76
297,10,23,1996,9,9,hru09           ,719.,.00,.703,2.06
297,10,23,1996,10,10,hru10           ,414.,.00,.414,.00
297,10,23,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
297,10,23,1996,12,12,hru12           ,132.,.00,.131,.00
297,10,23,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
298,10,24,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
298,10,24,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
298,10,24,1996,3,3,hru03           ,968.,.00,.968,.00
298,10,24,1996,4,4,hru04           ,905.,.00,.905,.00
298,10,24,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
298,10,24,1996,6,6,hru06           ,536.,.00,.535,1.53
298,10,24,1996,7,7,hru07           ,619.,.00,.619,.00
298,10,24,1996,8,8,hru08           ,615.,.00,.603,1.76
298,10,24,1996,9,9,hru09           ,719.,.00,.703,2.06
298,10,24,1996,10,10,hru10           ,414.,.00,.414,.00
298,10,24,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
298,10,24,1996,12,12,hru12           ,132.,.00,.131,.00
298,10,24,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
299,10,25,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
299,10,25,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
299,10,25,1996,3,3,hru03           ,968.,.00,.968,.00
299,10,25,1996,4,4,hru04           ,905.,.00,.905,.00
299,10,25,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
299,10,25,1996,6,6,hru06           ,536.,.00,.535,1.53
299,10,25,1996,7,7,hru07           ,619.,.00,.619,.00
299,10,25,1996,8,8,hru08           ,615.,.00,.603,1.76
299,10,25,1996,9,9,hru09           ,719.,.00,.703,2.06
299,10,25,1996,10,10,hru10           ,414.,.00,.414,.00
299,10,25,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
299,10,25,1996,12,12,hru12           ,132.,.00,.131,.00
299,10,25,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
300,10,26,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
300,10,26,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
300,10,26,1996,3,3,hru03           ,968.,.00,.968,.00
300,10,26,1996,4,4,hru04           ,905.,.00,.905,.00
300,10,26,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
300,10,26,1996,6,6,hru06           ,536.,.00,.535,1.63
300,10,26,1996,7,7,hru07           ,619.,.00,.619,.00
300,10,26,1996,8,8,hru08           ,615.,.00,.603,1.76
300,10,26,1996,9,9,hru09           ,719.,.00,.703,2.19
300,10,26,1996,10,10,hru10           ,414.,.00,.414,.00
300,10,26,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
300,10,26,1996,12,12,hru12           ,132.,.00,.131,.00
300,10,26,1996,13,13,hru13           ,35.1,.00,.349E-01,.236E+06
301,10,27,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
301,10,27,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
301,10,27,1996,3,3,hru03           ,968.,.00,.968,.00
301,10,27,1996,4,4,hru04           ,905.,.00,.905,.00
301,10,27,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
301,10,27,1996,6,6,hru06           ,536.,.00,.535,1.63
301,10,27,1996,7,7,hru07           ,619.,.00,.619,.00
301,10,27,1996,8,8,hru08           ,615.,.00,.603,1.87
301,10,27,1996,9,9,hru09           ,719.,.00,.703,2.19
301,10,27,1996,10,10,hru10           ,414.,.00,.414,.00
301,10,27,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
301,10,27,1996,12,12,hru12           ,132.,.00,.131,.00
301,10,27,1996,13,13,hru13           ,35.1,.00,.349E-01,.101E+06
302,10,28,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
302,10,28,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
302,10,28,1996,3,3,hru03           ,968.,.00,.968,.00
302,10,28,1996,4,4,hru04           ,905.,.00,.905,.00
302,10,28,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
302,10,28,1996,6,6,hru06           ,536.,.00,.535,1.63
302,10,28,1996,7,7,hru07           ,619.,.00,.619,.00
302,10,28,1996,8,8,hru08           ,615.,.00,.603,1.76
302,10,28,1996,9,9,hru09           ,719.,.00,.703,2.19
302,10,28,1996,10,10,hru10           ,414.,.00,.414,.00
302,10,28,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
302,10,28,1996,12,12,hru12           ,132.,.00,.131,.00
302,10,28,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
303,10,29,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
303,10,29,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
303,10,29,1996,3,3,hru03           ,968.,.00,.968,.00
303,10,29,1996,4,4,hru04           ,905.,.00,.905,.00
303,10,29,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
303,10,29,1996,6,6,hru06           ,536.,.00,.535,1.53
303,10,29,1996,7,7,hru07           ,619.,.00,.619,.00
303,10,29,1996,8,8,hru08           ,615.,.00,.603,1.76
303,10,29,1996,9,9,hru09           ,719.,.00,.703,2.06
303,10,29,1996,10,10,hru10           ,414.,.00,.414,.00
303,10,29,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
303,10,29,1996,12,12,hru12           ,132.,.00,.131,.00
303,10,29,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
304,10,30,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
304,10,30,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
304,10,30,1996,3,3,hru03           ,968.,.00,.968,.00
304,10,30,1996,4,4,hru04           ,905.,.00,.905,.00
304,10,30,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
304,10,30,1996,6,6,hru06           ,536.,.00,.535,1.53
304,10,30,1996,7,7,hru07           ,619.,.00,.619,.00
304,10,30,1996,8,8,hru08           ,615.,.00,.603,1.76
304,10,30,1996,9,9,hru09           ,719.,.00,.703,2.06
304,10,30,1996,10,10,hru10           ,414.,.00,.414,.00
304,10,30,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
304,10,30,1996,12,12,hru12           ,132.,.00,.131,.00
304,10,30,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
305,10,31,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
305,10,31,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
305,10,31,1996,3,3,hru03           ,968.,.00,.968,.00
305,10,31,1996,4,4,hru04           ,905.,.00,.905,.00
305,10,31,1996,5,5,hru05           ,.209E+04,.00,2.05,.589E+07
305,10,31,1996,6,6,hru06           ,536.,.00,.535,1.53
305,10,31,1996,7,7,hru07           ,619.,.00,.619,.00
305,10,31,1996,8,8,hru08           ,615.,.00,.603,.173E+07
305,10,31,1996,9,9,hru09           ,719.,.00,.703,2.06
305,10,31,1996,10,10,hru10           ,414.,.00,.414,.00
305,10,31,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
305,10,31,1996,12,12,hru12           ,132.,.00,.131,.00
305,10,31,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
306,11,1,1996,1,1,hru01           ,.186E+04,.00,1.85,.101E+08
306,11,1,1996,2,2,hru02           ,.215E+04,.00,2.15,.109E+08
306,11,1,1996,3,3,hru03           ,968.,.00,.968,.596E+07
306,11,1,1996,4,4,hru04           ,905.,.00,.905,.423E+07
306,11,1,1996,5,5,hru05           ,.209E+04,.00,2.05,.421E+07
306,11,1,1996,6,6,hru06           ,536.,.00,.535,1.53
306,11,1,1996,7,7,hru07           ,619.,.00,.619,.290E+07
306,11,1,1996,8,8,hru08           ,615.,.00,.603,.123E+07
306,11,1,1996,9,9,hru09           ,719.,.00,.703,2.06
306,11,1,1996,10,10,hru10           ,414.,.00,.414,.00
306,11,1,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
306,11,1,1996,12,12,hru12           ,132.,.00,.131,.00
306,11,1,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
307,11,2,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
307,11,2,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
307,11,2,1996,3,3,hru03           ,968.,.00,.968,.00
307,11,2,1996,4,4,hru04           ,905.,.00,.905,.00
307,11,2,1996,5,5,hru05           ,.209E+04,.00,2.05,.548E+06
307,11,2,1996,6,6,hru06           ,536.,.00,.535,1.53
307,11,2,1996,7,7,hru07           ,619.,.00,.619,.00
307,11,2,1996,8,8,hru08           ,615.,.00,.603,.160E+06
307,11,2,1996,9,9,hru09           ,719.,.00,.703,2.06
307,11,2,1996,10,10,hru10           ,414.,.00,.414,.00
307,11,2,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
307,11,2,1996,12,12,hru12           ,132.,.00,.131,.00
307,11,2,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
308,11,3,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
308,11,3,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
308,11,3,1996,3,3,hru03           ,968.,.00,.968,.00
308,11,3,1996,4,4,hru04           ,905.,.00,.905,.00
308,11,3,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
308,11,3,1996,6,6,hru06           ,536.,.00,.535,1.53
308,11,3,1996,7,7,hru07           ,619.,.00,.619,.00
308,11,3,1996,8,8,hru08           ,615.,.00,.603,1.76
308,11,3,1996,9,9,hru09           ,719.,.00,.703,2.06
308,11,3,1996,10,10,hru10           ,414.,.00,.414,.00
308,11,3,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
308,11,3,1996,12,12,hru12           ,132.,.00,.131,.00
308,11,3,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
309,11,4,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
309,11,4,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
309,11,4,1996,3,3,hru03           ,968.,.00,.968,.00
309,11,4,1996,4,4,hru04           ,905.,.00,.905,.00
309,11,4,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
309,11,4,1996,6,6,hru06           ,536.,.00,.535,1.53
309,11,4,1996,7,7,hru07           ,619.,.00,.619,.00
309,11,4,1996,8,8,hru08           ,615.,.00,.603,1.76
309,11,4,1996,9,9,hru09           ,719.,.00,.703,2.06
309,11,4,1996,10,10,hru10           ,414.,.00,.414,.00
309,11,4,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
309,11,4,1996,12,12,hru12           ,132.,.00,.131,.00
309,11,4,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
310,11,5,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
310,11,5,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
310,11,5,1996,3,3,hru03           ,968.,.00,.968,.00
310,11,5,1996,4,4,hru04           ,905.,.00,.905,.00
310,11,5,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
310,11,5,1996,6,6,hru06           ,536.,.00,.535,1.53
310,11,5,1996,7,7,hru07           ,619.,.00,.619,.00
310,11,5,1996,8,8,hru08           ,615.,.00,.603,1.76
310,11,5,1996,9,9,hru09           ,719.,.00,.703,2.06
310,11,5,1996,10,10,hru10           ,414.,.00,.414,.00
310,11,5,1996,11,11,hru11           ,79.8,.00,.769E-01,.00
310,11,5,1996,12,12,hru12           ,132.,.00,.131,.00
310,11,5,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
311,11,6,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
311,11,6,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
311,11,6,1996,3,3,hru03           ,968.,.00,.968,.00
311,11,6,1996,4,4,hru04           ,905.,.00,.905,.00
311,11,6,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
311,11,6,1996,6,6,hru06           ,536.,.00,.535,1.53
